Gene Symbol,Gene ID,PCC,Tumor
PARP15,ENSG00000173200.12,0.2,LIHC Tumor
GLYATL1,ENSG00000166840.13,0.2,LIHC Tumor
TMEM192,ENSG00000170088.13,0.2,LIHC Tumor
RN7SL343P,ENSG00000273717.1,0.2,LIHC Tumor
RN7SL640P,ENSG00000278825.1,0.2,LIHC Tumor
RN7SL462P,ENSG00000276522.1,0.2,LIHC Tumor
RN7SL422P,ENSG00000274852.1,0.2,LIHC Tumor
IQCJ-SCHIP1-AS1,ENSG00000241211.1,0.2,LIHC Tumor
PAPSS2,ENSG00000198682.12,0.2,LIHC Tumor
CCDC181,ENSG00000117477.12,0.2,LIHC Tumor
RPH3AL,ENSG00000181031.15,0.2,LIHC Tumor
GTF2E2,ENSG00000197265.8,0.2,LIHC Tumor
PRDX3P1,ENSG00000229598.1,0.2,LIHC Tumor
RIPK3,ENSG00000129465.15,0.2,LIHC Tumor
PRAMEF14,ENSG00000204481.7,0.2,LIHC Tumor
RP11-903H12.5,ENSG00000259171.1,0.2,LIHC Tumor
ERG,ENSG00000157554.18,0.2,LIHC Tumor
RP11-484L8.1,ENSG00000267764.1,0.2,LIHC Tumor
SAA4,ENSG00000148965.8,0.2,LIHC Tumor
RP11-15H20.6,ENSG00000213971.7,0.2,LIHC Tumor
CYCS,ENSG00000172115.8,0.2,LIHC Tumor
NSUN6,ENSG00000241058.3,0.2,LIHC Tumor
C1orf168,ENSG00000187889.12,0.2,LIHC Tumor
SHMT1,ENSG00000176974.17,0.19,LIHC Tumor
RPL7P60,ENSG00000214142.2,0.19,LIHC Tumor
FPR2,ENSG00000171049.8,0.19,LIHC Tumor
LYSMD3,ENSG00000176018.12,0.19,LIHC Tumor
CFH,ENSG00000000971.15,0.19,LIHC Tumor
CTD-2371O3.2,ENSG00000254397.1,0.19,LIHC Tumor
ITIH4-AS1,ENSG00000239799.1,0.19,LIHC Tumor
ENPEP,ENSG00000138792.9,0.19,LIHC Tumor
TLR3,ENSG00000164342.12,0.19,LIHC Tumor
RP11-747H7.1,ENSG00000258962.2,0.19,LIHC Tumor
DHODH,ENSG00000102967.11,0.19,LIHC Tumor
AHI1,ENSG00000135541.20,0.19,LIHC Tumor
ADAMTS4,ENSG00000158859.9,0.19,LIHC Tumor
RP11-172E9.2,ENSG00000230058.1,0.19,LIHC Tumor
LONP2,ENSG00000102910.13,0.19,LIHC Tumor
NOSTRIN,ENSG00000163072.14,0.19,LIHC Tumor
TAL1,ENSG00000162367.11,0.19,LIHC Tumor
BZW1P2,ENSG00000198406.7,0.19,LIHC Tumor
ABCA7,ENSG00000064687.12,0.19,LIHC Tumor
GSN,ENSG00000148180.16,0.19,LIHC Tumor
MCFD2,ENSG00000180398.11,0.19,LIHC Tumor
F11R,ENSG00000158769.17,0.19,LIHC Tumor
MFSD1P1,ENSG00000261868.1,0.19,LIHC Tumor
RP1-18D14.7,ENSG00000226252.1,0.19,LIHC Tumor
AC092580.1,ENSG00000229405.1,0.19,LIHC Tumor
CCPG1,ENSG00000260916.5,0.19,LIHC Tumor
SLC1A1,ENSG00000106688.11,0.19,LIHC Tumor
ADAMTS19-AS1,ENSG00000249421.1,0.19,LIHC Tumor
RP11-430H12.2,ENSG00000224570.1,0.19,LIHC Tumor
STEAP3-AS1,ENSG00000229867.1,0.19,LIHC Tumor
FKBP7,ENSG00000079150.17,0.19,LIHC Tumor
CREB3L3,ENSG00000060566.13,0.19,LIHC Tumor
RP11-81A22.4,ENSG00000280254.1,0.19,LIHC Tumor
WASF3,ENSG00000132970.12,0.19,LIHC Tumor
RP11-452D12.1,ENSG00000261208.1,0.19,LIHC Tumor
SDR42E1,ENSG00000184860.9,0.19,LIHC Tumor
LINC00239,ENSG00000258512.1,0.19,LIHC Tumor
FYTTD1P1,ENSG00000234502.2,0.19,LIHC Tumor
DBT,ENSG00000137992.14,0.19,LIHC Tumor
RP3-429O6.1,ENSG00000223342.2,0.19,LIHC Tumor
WI2-87327B8.1,ENSG00000264490.3,0.19,LIHC Tumor
GLT1D1,ENSG00000151948.11,0.19,LIHC Tumor
TSPAN19,ENSG00000231738.10,0.19,LIHC Tumor
C4orf19,ENSG00000154274.14,0.19,LIHC Tumor
LHX5-AS1,ENSG00000257935.2,0.19,LIHC Tumor
AC008592.5,ENSG00000250362.1,0.19,LIHC Tumor
LNX2,ENSG00000139517.7,0.19,LIHC Tumor
PPP1R16B,ENSG00000101445.9,0.19,LIHC Tumor
MARK2P9,ENSG00000232709.1,0.19,LIHC Tumor
TRIM77BP,ENSG00000254993.1,0.19,LIHC Tumor
SRGN,ENSG00000122862.4,0.19,LIHC Tumor
LRRC2,ENSG00000163827.12,0.19,LIHC Tumor
GLCE,ENSG00000138604.9,0.19,LIHC Tumor
SARDH,ENSG00000123453.16,0.19,LIHC Tumor
FPGS,ENSG00000136877.14,0.19,LIHC Tumor
JUNB,ENSG00000171223.5,0.19,LIHC Tumor
RP11-5P18.10,ENSG00000232456.1,0.19,LIHC Tumor
PTER,ENSG00000165983.14,0.19,LIHC Tumor
RP11-12K6.2,ENSG00000258235.1,0.19,LIHC Tumor
ADAM20,ENSG00000134007.3,0.19,LIHC Tumor
LL22NC03-121E8.4,ENSG00000238192.1,0.19,LIHC Tumor
FOXL1,ENSG00000176678.5,0.19,LIHC Tumor
CYFIP2,ENSG00000055163.18,0.19,LIHC Tumor
SMIM12,ENSG00000163866.8,0.19,LIHC Tumor
AC004022.8,ENSG00000228751.1,0.19,LIHC Tumor
KLRC4-KLRK1,ENSG00000255819.6,0.19,LIHC Tumor
DOCK5,ENSG00000147459.17,0.19,LIHC Tumor
F9,ENSG00000101981.10,0.19,LIHC Tumor
KLRC4,ENSG00000183542.5,0.19,LIHC Tumor
TMEM247,ENSG00000187600.12,0.19,LIHC Tumor
CROCCP2,ENSG00000282056.1,0.19,LIHC Tumor
DUSP5,ENSG00000138166.5,0.19,LIHC Tumor
HSP90B2P,ENSG00000259706.1,0.19,LIHC Tumor
APBA1,ENSG00000107282.7,0.19,LIHC Tumor
RP11-290P14.2,ENSG00000223353.2,0.19,LIHC Tumor
RP4-536B24.2,ENSG00000260466.1,0.19,LIHC Tumor
RP11-58K22.4,ENSG00000255092.1,0.19,LIHC Tumor
CTD-2139B15.1,ENSG00000185296.8,0.19,LIHC Tumor
MT-CO1,ENSG00000198804.2,0.19,LIHC Tumor
MGC27382,ENSG00000237413.5,0.19,LIHC Tumor
AC112198.1,ENSG00000232517.2,0.19,LIHC Tumor
TYMP,ENSG00000025708.12,0.19,LIHC Tumor
AMD1P4,ENSG00000215124.2,0.19,LIHC Tumor
MXD1,ENSG00000059728.10,0.19,LIHC Tumor
SMG1P6,ENSG00000254634.4,0.19,LIHC Tumor
SOD2,ENSG00000112096.16,0.19,LIHC Tumor
FGF4,ENSG00000075388.3,0.19,LIHC Tumor
LINC01588,ENSG00000214900.8,0.19,LIHC Tumor
PHGR1,ENSG00000233041.8,0.19,LIHC Tumor
ANKRD22,ENSG00000152766.5,0.19,LIHC Tumor
MIR3180-5,ENSG00000264397.1,0.19,LIHC Tumor
OGN,ENSG00000106809.10,0.19,LIHC Tumor
SMAD9,ENSG00000120693.13,0.19,LIHC Tumor
INSL4,ENSG00000120211.4,0.19,LIHC Tumor
MMRN1,ENSG00000138722.9,0.19,LIHC Tumor
RP11-96D1.6,ENSG00000261469.1,0.19,LIHC Tumor
ZFP91-CNTF,ENSG00000255073.8,0.19,LIHC Tumor
RP1-60O19.1,ENSG00000235142.7,0.19,LIHC Tumor
EREG,ENSG00000124882.3,0.19,LIHC Tumor
COL4A1,ENSG00000187498.14,0.19,LIHC Tumor
C8A,ENSG00000157131.10,0.19,LIHC Tumor
RP11-2B6.2,ENSG00000269929.1,0.19,LIHC Tumor
RP11-405O10.2,ENSG00000225092.2,0.19,LIHC Tumor
PFN1P8,ENSG00000244371.2,0.19,LIHC Tumor
RP11-290F5.1,ENSG00000249096.6,0.19,LIHC Tumor
RP11-328K4.1,ENSG00000248740.5,0.19,LIHC Tumor
LA16c-349E11.1,ENSG00000260702.2,0.19,LIHC Tumor
RP11-156K23.3,ENSG00000275202.1,0.19,LIHC Tumor
GIMAP6,ENSG00000133561.15,0.19,LIHC Tumor
PRAMEF2,ENSG00000120952.4,0.19,LIHC Tumor
AC004893.10,ENSG00000238109.1,0.19,LIHC Tumor
SERPINB11,ENSG00000206072.12,0.19,LIHC Tumor
RP11-144H23.2,ENSG00000278496.1,0.19,LIHC Tumor
FAM169B,ENSG00000185087.11,0.19,LIHC Tumor
MTHFR,ENSG00000177000.10,0.19,LIHC Tumor
AC007278.2,ENSG00000236525.1,0.19,LIHC Tumor
CALCRL,ENSG00000064989.12,0.19,LIHC Tumor
HSD17B12,ENSG00000149084.11,0.19,LIHC Tumor
HIST3H2BA,ENSG00000181201.3,0.19,LIHC Tumor
ANXA10,ENSG00000109511.10,0.19,LIHC Tumor
ACACB,ENSG00000076555.15,0.19,LIHC Tumor
RP11-440I14.3,ENSG00000251584.1,0.19,LIHC Tumor
RP11-201A3.1,ENSG00000261182.1,0.19,LIHC Tumor
GAL,ENSG00000069482.6,0.19,LIHC Tumor
HMGB3,ENSG00000029993.14,0.19,LIHC Tumor
KB-1552D7.2,ENSG00000179577.3,0.19,LIHC Tumor
TNXB,ENSG00000168477.17,0.19,LIHC Tumor
RP11-533K9.3,ENSG00000224245.1,0.19,LIHC Tumor
RP11-550A5.2,ENSG00000254431.1,0.19,LIHC Tumor
RP11-346M5.1,ENSG00000238145.2,0.19,LIHC Tumor
C19orf66,ENSG00000130813.17,0.19,LIHC Tumor
MTND4P19,ENSG00000230338.1,0.19,LIHC Tumor
CD14,ENSG00000170458.13,0.19,LIHC Tumor
PRAMEF8,ENSG00000182330.10,0.19,LIHC Tumor
