Gene Symbol,Gene ID,PCC,Tumor
ACAP2,ENSG00000114331.12,0.29,CESC Tumor
PLSCR4,ENSG00000114698.14,0.29,CESC Tumor
PPM1A,ENSG00000100614.17,0.29,CESC Tumor
PRPF39,ENSG00000185246.17,0.29,CESC Tumor
MYBPC2,ENSG00000086967.9,0.29,CESC Tumor
SOCS4,ENSG00000180008.8,0.29,CESC Tumor
B3GNT2,ENSG00000170340.10,0.29,CESC Tumor
CYBB,ENSG00000165168.7,0.29,CESC Tumor
RAB27A,ENSG00000069974.15,0.29,CESC Tumor
RP5-1091N2.9,ENSG00000228427.1,0.29,CESC Tumor
TM6SF1,ENSG00000136404.15,0.29,CESC Tumor
CD244,ENSG00000122223.12,0.29,CESC Tumor
ETV7,ENSG00000010030.13,0.29,CESC Tumor
ERBB2IP,ENSG00000112851.14,0.29,CESC Tumor
TRGV3,ENSG00000211699.2,0.29,CESC Tumor
AC091153.4,ENSG00000235085.3,0.29,CESC Tumor
TRBV12-3,ENSG00000274752.1,0.29,CESC Tumor
TDRD7,ENSG00000196116.7,0.29,CESC Tumor
CNOT6L,ENSG00000138767.12,0.29,CESC Tumor
BTK,ENSG00000010671.15,0.29,CESC Tumor
RP13-614K11.2,ENSG00000226374.1,0.29,CESC Tumor
P2RY13,ENSG00000181631.6,0.29,CESC Tumor
SIRPG,ENSG00000089012.14,0.29,CESC Tumor
SCLT1,ENSG00000151466.11,0.29,CESC Tumor
CCAR1,ENSG00000060339.13,0.29,CESC Tumor
CEP120,ENSG00000168944.15,0.29,CESC Tumor
LNPEP,ENSG00000113441.15,0.29,CESC Tumor
CCR1,ENSG00000163823.3,0.29,CESC Tumor
TBX21,ENSG00000073861.2,0.29,CESC Tumor
IL10RA,ENSG00000110324.9,0.29,CESC Tumor
TMX3,ENSG00000166479.9,0.29,CESC Tumor
PSMA3,ENSG00000100567.12,0.29,CESC Tumor
IFNG,ENSG00000111537.4,0.29,CESC Tumor
CLEC9A,ENSG00000197992.6,0.29,CESC Tumor
SLAMF6,ENSG00000162739.13,0.29,CESC Tumor
KLRD1,ENSG00000134539.16,0.29,CESC Tumor
HNRNPUL1,ENSG00000105323.16,0.29,CESC Tumor
DMXL1,ENSG00000172869.14,0.29,CESC Tumor
H3F3A,ENSG00000163041.9,0.29,CESC Tumor
CEP97,ENSG00000182504.10,0.29,CESC Tumor
CCNE2,ENSG00000175305.16,0.29,CESC Tumor
RP11-147L13.11,ENSG00000278730.1,0.29,CESC Tumor
CTSS,ENSG00000163131.10,0.29,CESC Tumor
ITM2B,ENSG00000136156.12,0.29,CESC Tumor
VPS9D1,ENSG00000075399.12,0.29,CESC Tumor
COPS4,ENSG00000138663.8,0.29,CESC Tumor
TRGV5,ENSG00000211697.3,0.29,CESC Tumor
HLA-E,ENSG00000204592.8,0.29,CESC Tumor
NBN,ENSG00000104320.13,0.29,CESC Tumor
TRGV4,ENSG00000211698.2,0.29,CESC Tumor
FAM111B,ENSG00000189057.10,0.29,CESC Tumor
RP11-96D1.11,ENSG00000262160.1,0.29,CESC Tumor
EIF2AK3,ENSG00000172071.11,0.29,CESC Tumor
RTKN2,ENSG00000182010.10,0.29,CESC Tumor
PIP4K2C,ENSG00000166908.17,0.29,CESC Tumor
ATP6AP2,ENSG00000182220.13,0.29,CESC Tumor
BTLA,ENSG00000186265.9,0.29,CESC Tumor
KHDRBS1,ENSG00000121774.17,0.29,CESC Tumor
SPANXN3,ENSG00000189252.4,0.29,CESC Tumor
MYO1F,ENSG00000142347.16,0.29,CESC Tumor
ZNF683,ENSG00000176083.17,0.29,CESC Tumor
CCL5,ENSG00000271503.5,0.29,CESC Tumor
BCL6,ENSG00000113916.17,0.29,CESC Tumor
FAM178A,ENSG00000119906.11,0.29,CESC Tumor
ZBTB14,ENSG00000198081.10,0.29,CESC Tumor
THRAP3,ENSG00000054118.13,0.29,CESC Tumor
MORC4,ENSG00000133131.14,0.29,CESC Tumor
SYF2,ENSG00000117614.9,0.28,CESC Tumor
RP11-121A8.1,ENSG00000272908.1,0.28,CESC Tumor
NPS,ENSG00000214285.2,0.28,CESC Tumor
RP11-153K16.1,ENSG00000256321.5,0.28,CESC Tumor
TRBV20-1,ENSG00000211747.3,0.28,CESC Tumor
LINC00377,ENSG00000229246.1,0.28,CESC Tumor
PLSCR1,ENSG00000188313.12,0.28,CESC Tumor
SH2D1A,ENSG00000183918.14,0.28,CESC Tumor
KCNMB2,ENSG00000197584.11,0.28,CESC Tumor
MSL2,ENSG00000174579.3,0.28,CESC Tumor
GBP5,ENSG00000154451.14,0.28,CESC Tumor
PIP4K2A,ENSG00000150867.13,0.28,CESC Tumor
TRAPPC11,ENSG00000168538.15,0.28,CESC Tumor
ADCY2,ENSG00000078295.15,0.28,CESC Tumor
HNRNPK,ENSG00000165119.18,0.28,CESC Tumor
CRLF3,ENSG00000176390.11,0.28,CESC Tumor
TCF19,ENSG00000137310.11,0.28,CESC Tumor
RB1,ENSG00000139687.13,0.28,CESC Tumor
TRBV9,ENSG00000211716.2,0.28,CESC Tumor
AC104820.2,ENSG00000234663.5,0.28,CESC Tumor
LINC00996,ENSG00000242258.1,0.28,CESC Tumor
FRAT1,ENSG00000165879.8,0.28,CESC Tumor
GNAQ,ENSG00000156052.10,0.28,CESC Tumor
NFYB,ENSG00000120837.7,0.28,CESC Tumor
KIAA1841,ENSG00000162929.13,0.28,CESC Tumor
STX11,ENSG00000135604.9,0.28,CESC Tumor
SNX20,ENSG00000167208.14,0.28,CESC Tumor
ALDH9A1,ENSG00000143149.12,0.28,CESC Tumor
ARHGAP30,ENSG00000186517.13,0.28,CESC Tumor
RNU1-132P,ENSG00000201170.1,0.28,CESC Tumor
TRAV36DV7,ENSG00000211815.3,0.28,CESC Tumor
GCA,ENSG00000115271.10,0.28,CESC Tumor
CD84,ENSG00000066294.14,0.28,CESC Tumor
DDX60,ENSG00000137628.16,0.28,CESC Tumor
E2F3P1,ENSG00000267046.1,0.28,CESC Tumor
SAP30,ENSG00000164105.3,0.28,CESC Tumor
HNRNPA1P21,ENSG00000228168.1,0.28,CESC Tumor
UBR7,ENSG00000012963.13,0.28,CESC Tumor
TRBV6-6,ENSG00000211724.3,0.28,CESC Tumor
TRAV8-4,ENSG00000211790.2,0.28,CESC Tumor
USP1,ENSG00000162607.12,0.28,CESC Tumor
CEP85L,ENSG00000111860.13,0.28,CESC Tumor
MCM6,ENSG00000076003.4,0.28,CESC Tumor
SYK,ENSG00000165025.14,0.28,CESC Tumor
RP11-69J7.1,ENSG00000279964.1,0.28,CESC Tumor
SLC35A5,ENSG00000138459.8,0.28,CESC Tumor
SLAMF8,ENSG00000158714.10,0.28,CESC Tumor
RP11-10J5.1,ENSG00000226004.1,0.28,CESC Tumor
FMO4,ENSG00000076258.9,0.28,CESC Tumor
BATF2,ENSG00000168062.9,0.28,CESC Tumor
FNTB,ENSG00000257365.7,0.28,CESC Tumor
CLSPN,ENSG00000092853.13,0.28,CESC Tumor
IGSF6,ENSG00000140749.8,0.28,CESC Tumor
CDC40,ENSG00000168438.14,0.28,CESC Tumor
REV1,ENSG00000135945.9,0.28,CESC Tumor
TNFSF13B,ENSG00000102524.11,0.28,CESC Tumor
KIAA0586,ENSG00000100578.14,0.28,CESC Tumor
TOPORS,ENSG00000197579.7,0.28,CESC Tumor
OCRL,ENSG00000122126.15,0.28,CESC Tumor
FANCM,ENSG00000187790.10,0.28,CESC Tumor
ZSWIM5P1,ENSG00000235430.1,0.28,CESC Tumor
ZNF410,ENSG00000119725.17,0.28,CESC Tumor
RFWD3,ENSG00000168411.13,0.28,CESC Tumor
ANKRD44,ENSG00000065413.16,0.28,CESC Tumor
SASS6,ENSG00000156876.9,0.28,CESC Tumor
UHMK1,ENSG00000152332.15,0.28,CESC Tumor
BAZ2B,ENSG00000123636.17,0.28,CESC Tumor
ISCU,ENSG00000136003.15,0.28,CESC Tumor
PPP1R12A,ENSG00000058272.15,0.28,CESC Tumor
HNRNPD,ENSG00000138668.18,0.28,CESC Tumor
PLAC8,ENSG00000145287.10,0.28,CESC Tumor
TRAV17,ENSG00000211797.2,0.28,CESC Tumor
TOMM20P2,ENSG00000255987.1,0.28,CESC Tumor
LINC00426,ENSG00000238121.5,0.28,CESC Tumor
PSME2,ENSG00000100911.13,0.28,CESC Tumor
GIMAP1-GIMAP5,ENSG00000281887.2,0.28,CESC Tumor
IST1,ENSG00000182149.20,0.28,CESC Tumor
RAP1A,ENSG00000116473.14,0.28,CESC Tumor
RP11-705C15.3,ENSG00000257027.1,0.28,CESC Tumor
CTR9,ENSG00000198730.7,0.28,CESC Tumor
SP3,ENSG00000172845.13,0.28,CESC Tumor
CCDC88C,ENSG00000015133.18,0.28,CESC Tumor
NPNT,ENSG00000168743.12,0.28,CESC Tumor
TRGC1,ENSG00000211689.6,0.28,CESC Tumor
RP11-640L9.2,ENSG00000281100.1,0.28,CESC Tumor
SLC27A2,ENSG00000140284.10,0.28,CESC Tumor
XAF1,ENSG00000132530.16,0.28,CESC Tumor
GRIPAP1,ENSG00000068400.13,0.28,CESC Tumor
AC011997.1,ENSG00000222017.1,0.28,CESC Tumor
RP11-1038A11.2,ENSG00000256218.1,0.28,CESC Tumor
SCNN1A,ENSG00000111319.12,0.28,CESC Tumor
ZFYVE16,ENSG00000039319.16,0.28,CESC Tumor
SLAMF1,ENSG00000117090.14,0.28,CESC Tumor
DCLRE1C,ENSG00000152457.17,0.28,CESC Tumor
MIR155HG,ENSG00000234883.3,0.28,CESC Tumor
HSPA14,ENSG00000187522.13,0.28,CESC Tumor
HNRNPA1P31,ENSG00000227862.1,0.28,CESC Tumor
SRSF5,ENSG00000100650.15,0.28,CESC Tumor
DNAJC9,ENSG00000213551.4,0.28,CESC Tumor
MNDA,ENSG00000163563.7,0.28,CESC Tumor
CRTAM,ENSG00000109943.8,0.28,CESC Tumor
FCER1G,ENSG00000158869.10,0.28,CESC Tumor
FOXJ3,ENSG00000198815.8,0.28,CESC Tumor
HLA-DRA,ENSG00000204287.13,0.28,CESC Tumor
IER3IP1,ENSG00000134049.4,0.28,CESC Tumor
CD4,ENSG00000010610.9,0.28,CESC Tumor
EEA1,ENSG00000102189.16,0.28,CESC Tumor
MID1IP1,ENSG00000165175.15,0.28,CESC Tumor
IDE,ENSG00000119912.15,0.28,CESC Tumor
FCHSD2,ENSG00000137478.14,0.28,CESC Tumor
HCP5,ENSG00000206337.10,0.28,CESC Tumor
BMPR2,ENSG00000204217.12,0.28,CESC Tumor
RNF138,ENSG00000134758.13,0.28,CESC Tumor
TET2,ENSG00000168769.12,0.28,CESC Tumor
GNRH2,ENSG00000125787.11,0.28,CESC Tumor
SIGLEC10,ENSG00000142512.14,0.28,CESC Tumor
FKBP15,ENSG00000119321.8,0.28,CESC Tumor
SLC25A30,ENSG00000174032.16,0.28,CESC Tumor
ANP32D,ENSG00000139223.2,0.28,CESC Tumor
RPL7AP72,ENSG00000235735.1,0.28,CESC Tumor
AKNA,ENSG00000106948.16,0.28,CESC Tumor
APOBEC3H,ENSG00000100298.15,0.28,CESC Tumor
ADAM28,ENSG00000042980.12,0.28,CESC Tumor
BRCC3,ENSG00000185515.14,0.28,CESC Tumor
BTN2A1,ENSG00000112763.15,0.28,CESC Tumor
PTPN7,ENSG00000143851.15,0.28,CESC Tumor
SLC12A6,ENSG00000140199.11,0.28,CESC Tumor
TRAV8-2,ENSG00000211786.3,0.28,CESC Tumor
RP11-693J15.5,ENSG00000205056.8,0.28,CESC Tumor
ILDR1,ENSG00000145103.12,0.28,CESC Tumor
KLHL2,ENSG00000109466.13,0.28,CESC Tumor
GOLPH3,ENSG00000113384.13,0.28,CESC Tumor
PSME2P2,ENSG00000225131.2,0.28,CESC Tumor
ZFAND4,ENSG00000172671.19,0.28,CESC Tumor
CCT6P1,ENSG00000228409.5,0.28,CESC Tumor
SERPINB11,ENSG00000206072.12,0.28,CESC Tumor
PKN2,ENSG00000065243.18,0.28,CESC Tumor
TMC8,ENSG00000167895.14,0.28,CESC Tumor
RP11-661O13.1,ENSG00000266708.1,0.28,CESC Tumor
RAB4B,ENSG00000167578.16,0.28,CESC Tumor
ZNF831,ENSG00000124203.5,0.28,CESC Tumor
ZWINT,ENSG00000122952.16,0.28,CESC Tumor
PAN3,ENSG00000152520.13,0.28,CESC Tumor
PSPC1,ENSG00000121390.17,0.28,CESC Tumor
ARHGAP15,ENSG00000075884.12,0.28,CESC Tumor
GBF1,ENSG00000107862.4,0.28,CESC Tumor
C1GALT1C1,ENSG00000171155.7,0.28,CESC Tumor
AD000671.6,ENSG00000267120.3,0.28,CESC Tumor
BLOC1S2,ENSG00000196072.11,0.27,CESC Tumor
LACC1,ENSG00000179630.10,0.27,CESC Tumor
RP11-374F3.5,ENSG00000279149.1,0.27,CESC Tumor
EPC1,ENSG00000120616.15,0.27,CESC Tumor
RP11-513O17.1,ENSG00000251142.1,0.27,CESC Tumor
ZNF80,ENSG00000174255.6,0.27,CESC Tumor
FGF14,ENSG00000102466.15,0.27,CESC Tumor
RP11-449P1.1,ENSG00000256923.1,0.27,CESC Tumor
GMIP,ENSG00000089639.10,0.27,CESC Tumor
E2F7,ENSG00000165891.15,0.27,CESC Tumor
TJP2,ENSG00000119139.16,0.27,CESC Tumor
NUAK2,ENSG00000163545.8,0.27,CESC Tumor
FGL2,ENSG00000127951.5,0.27,CESC Tumor
ADGRG5,ENSG00000159618.15,0.27,CESC Tumor
ADD3,ENSG00000148700.13,0.27,CESC Tumor
SOS2,ENSG00000100485.11,0.27,CESC Tumor
CLCA3P,ENSG00000153923.10,0.27,CESC Tumor
MILR1,ENSG00000271605.5,0.27,CESC Tumor
CH17-472G23.4,ENSG00000275131.1,0.27,CESC Tumor
HNRNPA2B1,ENSG00000122566.20,0.27,CESC Tumor
NEMF,ENSG00000165525.17,0.27,CESC Tumor
ROCK1,ENSG00000067900.6,0.27,CESC Tumor
SMNDC1,ENSG00000119953.12,0.27,CESC Tumor
CHRNG,ENSG00000196811.11,0.27,CESC Tumor
HACE1,ENSG00000085382.11,0.27,CESC Tumor
MDM1,ENSG00000111554.14,0.27,CESC Tumor
WRNIP1,ENSG00000124535.15,0.27,CESC Tumor
EPS15,ENSG00000085832.16,0.27,CESC Tumor
ATP6V1A,ENSG00000114573.9,0.27,CESC Tumor
RSBN1L,ENSG00000187257.14,0.27,CESC Tumor
RP11-350N15.4,ENSG00000255201.1,0.27,CESC Tumor
NFKB1,ENSG00000109320.11,0.27,CESC Tumor
RP11-1094M14.5,ENSG00000267074.1,0.27,CESC Tumor
PATL1,ENSG00000166889.13,0.27,CESC Tumor
NAPB,ENSG00000125814.17,0.27,CESC Tumor
TMTC2,ENSG00000179104.8,0.27,CESC Tumor
FCHO2,ENSG00000157107.13,0.27,CESC Tumor
AGL,ENSG00000162688.15,0.27,CESC Tumor
PNRC2,ENSG00000189266.11,0.27,CESC Tumor
ATXN7,ENSG00000163635.17,0.27,CESC Tumor
MICB,ENSG00000204516.9,0.27,CESC Tumor
FCGR1C,ENSG00000265531.3,0.27,CESC Tumor
TRAT1,ENSG00000163519.13,0.27,CESC Tumor
FAM122A,ENSG00000187866.7,0.27,CESC Tumor
TSPAN14,ENSG00000108219.14,0.27,CESC Tumor
TRBV5-4,ENSG00000230099.2,0.27,CESC Tumor
HMSD,ENSG00000221887.5,0.27,CESC Tumor
TRAF3IP3,ENSG00000009790.14,0.27,CESC Tumor
TRBV6-1,ENSG00000211706.2,0.27,CESC Tumor
CCNDBP1,ENSG00000166946.13,0.27,CESC Tumor
ANAPC10,ENSG00000164162.12,0.27,CESC Tumor
AC011524.1,ENSG00000267528.1,0.27,CESC Tumor
SP2,ENSG00000167182.12,0.27,CESC Tumor
RAB23,ENSG00000112210.11,0.27,CESC Tumor
BRIP1,ENSG00000136492.8,0.27,CESC Tumor
TRAV19,ENSG00000211799.3,0.27,CESC Tumor
WDR11,ENSG00000120008.15,0.27,CESC Tumor
IL2RB,ENSG00000100385.13,0.27,CESC Tumor
LAMTOR3,ENSG00000109270.12,0.27,CESC Tumor
ZMYM5,ENSG00000132950.18,0.27,CESC Tumor
CXCL17,ENSG00000189377.8,0.27,CESC Tumor
KIF27,ENSG00000165115.14,0.27,CESC Tumor
MARCH2,ENSG00000099785.10,0.27,CESC Tumor
RP11-144G6.12,ENSG00000254929.6,0.27,CESC Tumor
RNF38,ENSG00000137075.17,0.27,CESC Tumor
SPATA5,ENSG00000145375.7,0.27,CESC Tumor
WDFY4,ENSG00000128815.17,0.27,CESC Tumor
GIMAP8,ENSG00000171115.3,0.27,CESC Tumor
RP3-424M6.4,ENSG00000278993.1,0.27,CESC Tumor
EXOSC9,ENSG00000123737.12,0.27,CESC Tumor
TMEM167B,ENSG00000215717.5,0.27,CESC Tumor
HERC1,ENSG00000103657.13,0.27,CESC Tumor
MAML3,ENSG00000196782.12,0.27,CESC Tumor
AC069363.1,ENSG00000277089.4,0.27,CESC Tumor
FYB,ENSG00000082074.15,0.27,CESC Tumor
TRAV12-3,ENSG00000211794.3,0.27,CESC Tumor
CABYRP1,ENSG00000242983.1,0.27,CESC Tumor
DHFRL1,ENSG00000178700.7,0.27,CESC Tumor
RP11-231I13.2,ENSG00000242120.3,0.27,CESC Tumor
EIF3EP1,ENSG00000234882.1,0.27,CESC Tumor
LINC00866,ENSG00000227356.2,0.27,CESC Tumor
ZNF75A,ENSG00000162086.14,0.27,CESC Tumor
ARHGAP25,ENSG00000163219.11,0.27,CESC Tumor
CEP70,ENSG00000114107.8,0.27,CESC Tumor
RP11-12J10.4,ENSG00000278831.1,0.27,CESC Tumor
UHRF1BP1L,ENSG00000111647.12,0.27,CESC Tumor
TRBV10-3,ENSG00000275791.1,0.27,CESC Tumor
MIB1,ENSG00000101752.11,0.27,CESC Tumor
ING3,ENSG00000071243.15,0.27,CESC Tumor
FEM1AP2,ENSG00000265296.1,0.27,CESC Tumor
DCAF5,ENSG00000139990.17,0.27,CESC Tumor
ZNF41,ENSG00000147124.12,0.27,CESC Tumor
PSMD10,ENSG00000101843.18,0.27,CESC Tumor
C2CD3,ENSG00000168014.16,0.27,CESC Tumor
GK5,ENSG00000175066.15,0.27,CESC Tumor
ABCA13,ENSG00000179869.14,0.27,CESC Tumor
ATP8B4,ENSG00000104043.14,0.27,CESC Tumor
CWF19L1,ENSG00000095485.16,0.27,CESC Tumor
LYN,ENSG00000254087.7,0.27,CESC Tumor
ASTE1,ENSG00000034533.11,0.27,CESC Tumor
RP11-830F9.6,ENSG00000205018.2,0.27,CESC Tumor
PLA2G12AP1,ENSG00000224680.4,0.27,CESC Tumor
ARL2BPP4,ENSG00000249312.1,0.27,CESC Tumor
FUNDC2P4,ENSG00000227009.1,0.27,CESC Tumor
STK26,ENSG00000134602.15,0.27,CESC Tumor
DMRTA2,ENSG00000142700.11,0.27,CESC Tumor
C18orf8,ENSG00000141452.9,0.27,CESC Tumor
ELMO1,ENSG00000155849.15,0.27,CESC Tumor
TRIM21,ENSG00000132109.9,0.27,CESC Tumor
C10orf76,ENSG00000120029.12,0.27,CESC Tumor
CCSER2,ENSG00000107771.15,0.27,CESC Tumor
ATG3,ENSG00000144848.10,0.27,CESC Tumor
EFCAB14,ENSG00000159658.10,0.27,CESC Tumor
TRIM26,ENSG00000234127.8,0.27,CESC Tumor
IPCEF1,ENSG00000074706.13,0.27,CESC Tumor
GRAP,ENSG00000154016.13,0.27,CESC Tumor
OSTF1,ENSG00000134996.11,0.27,CESC Tumor
ALMS1-IT1,ENSG00000230002.2,0.27,CESC Tumor
CASP8AP2,ENSG00000118412.12,0.27,CESC Tumor
TMEM30B,ENSG00000182107.6,0.27,CESC Tumor
RP1-215K18.4,ENSG00000230781.1,0.27,CESC Tumor
VCPKMT,ENSG00000100483.13,0.27,CESC Tumor
FCRL6,ENSG00000181036.13,0.27,CESC Tumor
MGEA5,ENSG00000198408.13,0.27,CESC Tumor
RP11-473L15.3,ENSG00000249203.1,0.27,CESC Tumor
ZNF79,ENSG00000196152.10,0.27,CESC Tumor
TNFSF8,ENSG00000106952.7,0.27,CESC Tumor
RP11-213G2.3,ENSG00000165121.10,0.27,CESC Tumor
LYSMD2,ENSG00000140280.13,0.27,CESC Tumor
VCPIP1,ENSG00000175073.7,0.27,CESC Tumor
BIN2,ENSG00000110934.10,0.27,CESC Tumor
ARL5B,ENSG00000165997.4,0.27,CESC Tumor
SAP130,ENSG00000136715.17,0.27,CESC Tumor
STX17,ENSG00000136874.10,0.27,CESC Tumor
TLE4,ENSG00000106829.18,0.27,CESC Tumor
SRSF3,ENSG00000112081.16,0.27,CESC Tumor
MFSD8,ENSG00000164073.9,0.27,CESC Tumor
TOX,ENSG00000198846.5,0.27,CESC Tumor
RP11-345P4.7,ENSG00000269737.1,0.27,CESC Tumor
PRF1,ENSG00000180644.6,0.27,CESC Tumor
ELK4,ENSG00000158711.13,0.27,CESC Tumor
ANKRA2,ENSG00000164331.9,0.27,CESC Tumor
COL11A1,ENSG00000060718.18,0.27,CESC Tumor
RIOK3,ENSG00000101782.14,0.27,CESC Tumor
SIX4,ENSG00000100625.8,0.27,CESC Tumor
HAT1,ENSG00000128708.12,0.27,CESC Tumor
ATF7IP,ENSG00000171681.12,0.27,CESC Tumor
SP4,ENSG00000105866.13,0.27,CESC Tumor
RP11-380B4.3,ENSG00000277151.1,0.27,CESC Tumor
FANCL,ENSG00000115392.11,0.27,CESC Tumor
HNRNPU,ENSG00000153187.16,0.27,CESC Tumor
SEPT7,ENSG00000122545.17,0.27,CESC Tumor
TRBV18,ENSG00000276557.1,0.27,CESC Tumor
KDM8,ENSG00000155666.11,0.27,CESC Tumor
CASS4,ENSG00000087589.16,0.27,CESC Tumor
LRR1,ENSG00000165501.16,0.27,CESC Tumor
CMPK2,ENSG00000134326.11,0.27,CESC Tumor
AMICA1,ENSG00000160593.17,0.27,CESC Tumor
GNGT2,ENSG00000167083.6,0.26,CESC Tumor
HNRNPA3P6,ENSG00000213300.5,0.26,CESC Tumor
BTF3P14,ENSG00000262609.1,0.26,CESC Tumor
FAM102B,ENSG00000162636.15,0.26,CESC Tumor
NCOA1,ENSG00000084676.15,0.26,CESC Tumor
PIK3C3,ENSG00000078142.11,0.26,CESC Tumor
IKZF5,ENSG00000095574.11,0.26,CESC Tumor
AF127936.5,ENSG00000226751.2,0.26,CESC Tumor
C5orf51,ENSG00000205765.8,0.26,CESC Tumor
TTC33,ENSG00000113638.12,0.26,CESC Tumor
TOR1AIP1,ENSG00000143337.18,0.26,CESC Tumor
FAM117B,ENSG00000138439.11,0.26,CESC Tumor
MB21D1,ENSG00000164430.15,0.26,CESC Tumor
UBASH3A,ENSG00000160185.13,0.26,CESC Tumor
PHIP,ENSG00000146247.13,0.26,CESC Tumor
KANSL2,ENSG00000139620.12,0.26,CESC Tumor
ZCCHC6,ENSG00000083223.17,0.26,CESC Tumor
GPATCH11,ENSG00000152133.14,0.26,CESC Tumor
LRRC17,ENSG00000128606.12,0.26,CESC Tumor
ASF1B,ENSG00000105011.8,0.26,CESC Tumor
ZNF711,ENSG00000147180.16,0.26,CESC Tumor
POLE3,ENSG00000148229.12,0.26,CESC Tumor
EYA2,ENSG00000064655.18,0.26,CESC Tumor
DLGAP5,ENSG00000126787.12,0.26,CESC Tumor
SCIMP,ENSG00000161929.14,0.26,CESC Tumor
RP2,ENSG00000102218.5,0.26,CESC Tumor
CCR8,ENSG00000179934.6,0.26,CESC Tumor
SGPL1,ENSG00000166224.16,0.26,CESC Tumor
SPOP,ENSG00000121067.17,0.26,CESC Tumor
WARS,ENSG00000140105.17,0.26,CESC Tumor
ARHGAP9,ENSG00000123329.17,0.26,CESC Tumor
RASSF3,ENSG00000153179.11,0.26,CESC Tumor
GRAP2,ENSG00000100351.16,0.26,CESC Tumor
DNAJC13,ENSG00000138246.15,0.26,CESC Tumor
GABPA,ENSG00000154727.10,0.26,CESC Tumor
TESPA1,ENSG00000135426.14,0.26,CESC Tumor
IL16,ENSG00000172349.16,0.26,CESC Tumor
HCFC2,ENSG00000111727.11,0.26,CESC Tumor
INO80D,ENSG00000114933.15,0.26,CESC Tumor
RNF20,ENSG00000155827.11,0.26,CESC Tumor
RAB33A,ENSG00000134594.4,0.26,CESC Tumor
APOBEC3C,ENSG00000244509.3,0.26,CESC Tumor
SALRNA1,ENSG00000258952.2,0.26,CESC Tumor
ELAVL1,ENSG00000066044.13,0.26,CESC Tumor
IL12RB1,ENSG00000096996.15,0.26,CESC Tumor
HPS5,ENSG00000110756.17,0.26,CESC Tumor
RP1-47M23.3,ENSG00000280135.1,0.26,CESC Tumor
CCL4,ENSG00000275302.1,0.26,CESC Tumor
INPP5B,ENSG00000204084.12,0.26,CESC Tumor
USP16,ENSG00000156256.14,0.26,CESC Tumor
C21orf91,ENSG00000154642.10,0.26,CESC Tumor
PREX1,ENSG00000124126.13,0.26,CESC Tumor
SCML4,ENSG00000146285.13,0.26,CESC Tumor
ANKRD34B,ENSG00000189127.7,0.26,CESC Tumor
RP11-626I20.3,ENSG00000257762.5,0.26,CESC Tumor
HERC6,ENSG00000138642.14,0.26,CESC Tumor
KIF1BP,ENSG00000198954.6,0.26,CESC Tumor
SETP12,ENSG00000251609.2,0.26,CESC Tumor
RP11-75L1.1,ENSG00000256582.1,0.26,CESC Tumor
OAS2,ENSG00000111335.12,0.26,CESC Tumor
C1QC,ENSG00000159189.11,0.26,CESC Tumor
GMCL1,ENSG00000087338.4,0.26,CESC Tumor
RNGTT,ENSG00000111880.15,0.26,CESC Tumor
FAM179B,ENSG00000198718.12,0.26,CESC Tumor
SLBP,ENSG00000163950.12,0.26,CESC Tumor
IRF2BPL,ENSG00000119669.4,0.26,CESC Tumor
AC067960.1,ENSG00000234455.1,0.26,CESC Tumor
ZBTB7C,ENSG00000184828.9,0.26,CESC Tumor
ALPK1,ENSG00000073331.17,0.26,CESC Tumor
TRAV10,ENSG00000211784.2,0.26,CESC Tumor
TMPRSS11A,ENSG00000187054.14,0.26,CESC Tumor
C7orf55-LUC7L2,ENSG00000146963.17,0.26,CESC Tumor
STYK1,ENSG00000060140.8,0.26,CESC Tumor
SFPQ,ENSG00000116560.10,0.26,CESC Tumor
RN7SL394P,ENSG00000239942.2,0.26,CESC Tumor
IL21-AS1,ENSG00000227145.1,0.26,CESC Tumor
CH507-513H4.1,ENSG00000278996.1,0.26,CESC Tumor
CH507-528H12.1,ENSG00000280441.2,0.26,CESC Tumor
RP11-274E7.2,ENSG00000238000.1,0.26,CESC Tumor
TARDBP,ENSG00000120948.15,0.26,CESC Tumor
ARID2,ENSG00000189079.15,0.26,CESC Tumor
ZHX2,ENSG00000178764.7,0.26,CESC Tumor
CTSW,ENSG00000172543.7,0.26,CESC Tumor
FCGR1B,ENSG00000198019.12,0.26,CESC Tumor
LRIG2,ENSG00000198799.11,0.26,CESC Tumor
TRBV11-1,ENSG00000211720.3,0.26,CESC Tumor
ACADL,ENSG00000115361.7,0.26,CESC Tumor
MID2,ENSG00000080561.13,0.26,CESC Tumor
CCNL1,ENSG00000163660.11,0.26,CESC Tumor
RP11-1094M14.8,ENSG00000267369.1,0.26,CESC Tumor
OR2J4P,ENSG00000224233.1,0.26,CESC Tumor
RAP2C,ENSG00000123728.9,0.26,CESC Tumor
RP11-582J16.4,ENSG00000251034.1,0.26,CESC Tumor
AC023590.1,ENSG00000225885.6,0.26,CESC Tumor
RSRC1,ENSG00000174891.12,0.26,CESC Tumor
PRKAG1,ENSG00000181929.11,0.26,CESC Tumor
TMEM9B,ENSG00000175348.10,0.26,CESC Tumor
CCDC88A,ENSG00000115355.15,0.26,CESC Tumor
MFSD6,ENSG00000151690.14,0.26,CESC Tumor
TRBV27,ENSG00000211752.3,0.26,CESC Tumor
